observed_at,window_start,window_end,brawler_id,mode_id,map_id,trophy_bucket,brawler_battles,brawler_wins,stratum_battles,stratum_slots,source_id
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,gemGrab,DoubleSwoosh,high,439,197,1470,8820,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,gemGrab,DoubleSwoosh,high,399,215,1470,8820,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,gemGrab,UndermineGG,low,1823,974,5237,31422,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,gemGrab,UndermineGG,low,1399,684,5237,31422,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,gemGrab,UndermineGG,low,1598,812,5237,31422,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,gemGrab,UndermineGG,low,1351,707,5237,31422,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,gemGrab,UndermineGG,mid,2876,1590,8601,51606,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,gemGrab,UndermineGG,mid,2569,1352,8601,51606,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,gemGrab,UndermineGG,mid,2890,1463,8601,51606,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,gemGrab,UndermineGG,mid,1969,1025,8601,51606,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,gemGrab,UndermineGG,high,583,344,1486,8916,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,gemGrab,UndermineGG,high,422,230,1486,8916,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,gemGrab,UndermineGG,high,534,245,1486,8916,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,gemGrab,UndermineGG,high,426,218,1486,8916,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,showdown,SkullCreek,low,2649,1119,4425,44250,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,showdown,SkullCreek,low,2023,899,4425,44250,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,showdown,SkullCreek,low,2566,1032,4425,44250,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,showdown,SkullCreek,low,1854,748,4425,44250,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,showdown,SkullCreek,mid,5266,2233,8956,89560,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,showdown,SkullCreek,mid,4007,1783,8956,89560,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,showdown,SkullCreek,mid,4860,1985,8956,89560,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,showdown,SkullCreek,mid,3450,1403,8956,89560,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,showdown,SkullCreek,high,886,382,1307,13070,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,showdown,SkullCreek,high,578,263,1307,13070,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,showdown,SkullCreek,high,790,288,1307,13070,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,showdown,SkullCreek,high,602,258,1307,13070,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,showdown,FeastOrFamine,low,3056,1199,5457,54570,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,showdown,FeastOrFamine,low,2325,950,5457,54570,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,low,2649,1024,5457,54570,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,showdown,FeastOrFamine,low,2439,1002,5457,54570,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,showdown,FeastOrFamine,mid,5102,2084,9403,94030,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,showdown,FeastOrFamine,mid,4273,1861,9403,94030,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,mid,5788,2138,9403,94030,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,showdown,FeastOrFamine,mid,3866,1523,9403,94030,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,showdown,FeastOrFamine,high,766,307,1236,12360,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,showdown,FeastOrFamine,high,652,308,1236,12360,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,high,603,220,1236,12360,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,showdown,FeastOrFamine,high,513,204,1236,12360,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,showdown,RockwallBrawl,low,3038,1251,5184,51840,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,showdown,RockwallBrawl,low,2723,1179,5184,51840,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,showdown,RockwallBrawl,low,3021,1213,5184,51840,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,showdown,RockwallBrawl,low,2089,853,5184,51840,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,showdown,RockwallBrawl,mid,4451,1892,7405,74050,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,showdown,RockwallBrawl,mid,3485,1556,7405,74050,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,showdown,RockwallBrawl,mid,4239,1673,7405,74050,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,showdown,RockwallBrawl,mid,3169,1316,7405,74050,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,showdown,RockwallBrawl,high,22,10,38,380,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,showdown,RockwallBrawl,high,18,10,38,380,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,showdown,RockwallBrawl,high,19,9,38,380,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,showdown,RockwallBrawl,high,14,4,38,380,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,SPIKE,gemGrab,NewRotationMap,mid,6067,3420,15865,95190,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,CROW,gemGrab,NewRotationMap,mid,4843,2460,15865,95190,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,ELPRIMO,gemGrab,NewRotationMap,mid,4787,2440,15865,95190,fixture-synthetic-v1
2026-08-12T00:00:00Z,2026-08-03T00:00:00Z,2026-08-10T00:00:00Z,PIPER,gemGrab,NewRotationMap,mid,4420,2366,15865,95190,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,brawlBall,BackyardBowl,low,1722,914,4980,29880,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,brawlBall,BackyardBowl,low,1285,592,4980,29880,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,brawlBall,BackyardBowl,low,1522,809,4980,29880,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,brawlBall,BackyardBowl,low,1260,597,4980,29880,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,brawlBall,BackyardBowl,mid,3090,1591,7973,47838,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,brawlBall,BackyardBowl,mid,2460,1137,7973,47838,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,brawlBall,BackyardBowl,mid,2733,1507,7973,47838,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,brawlBall,BackyardBowl,mid,1921,918,7973,47838,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,brawlBall,BackyardBowl,high,427,231,1196,7176,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,brawlBall,BackyardBowl,high,322,162,1196,7176,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,brawlBall,BackyardBowl,high,403,225,1196,7176,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,brawlBall,BackyardBowl,high,324,162,1196,7176,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,brawlBall,PinholePunt,low,1978,1061,5524,33144,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,brawlBall,PinholePunt,low,1479,728,5524,33144,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,brawlBall,PinholePunt,low,1734,978,5524,33144,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,brawlBall,PinholePunt,low,1563,819,5524,33144,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,brawlBall,PinholePunt,mid,2920,1614,8501,51006,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,brawlBall,PinholePunt,mid,2296,1145,8501,51006,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,brawlBall,PinholePunt,mid,3015,1693,8501,51006,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,brawlBall,PinholePunt,mid,2153,1070,8501,51006,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,brawlBall,PinholePunt,high,617,373,1572,9432,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,brawlBall,PinholePunt,high,458,232,1572,9432,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,brawlBall,PinholePunt,high,523,301,1572,9432,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,brawlBall,PinholePunt,high,367,190,1572,9432,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,brawlBall,SneakySneak,low,2282,1144,5901,35406,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,brawlBall,SneakySneak,low,1695,785,5901,35406,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,brawlBall,SneakySneak,low,2112,1191,5901,35406,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,brawlBall,SneakySneak,low,1473,678,5901,35406,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,brawlBall,SneakySneak,mid,2579,1326,7534,45204,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,brawlBall,SneakySneak,mid,2311,1123,7534,45204,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,brawlBall,SneakySneak,mid,2780,1483,7534,45204,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,brawlBall,SneakySneak,mid,1795,893,7534,45204,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,brawlBall,SneakySneak,high,523,303,1486,8916,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,brawlBall,SneakySneak,high,464,217,1486,8916,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,brawlBall,SneakySneak,high,517,266,1486,8916,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,brawlBall,SneakySneak,high,346,174,1486,8916,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,gemGrab,HardRockMine,low,2419,1350,5947,35682,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,gemGrab,HardRockMine,low,1602,802,5947,35682,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,gemGrab,HardRockMine,low,2076,1059,5947,35682,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,gemGrab,HardRockMine,low,1692,902,5947,35682,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,gemGrab,HardRockMine,mid,2952,1709,7745,46470,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,gemGrab,HardRockMine,mid,2139,1150,7745,46470,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,gemGrab,HardRockMine,mid,2362,1212,7745,46470,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,gemGrab,HardRockMine,mid,2077,1111,7745,46470,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,gemGrab,HardRockMine,high,523,319,1517,9102,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,gemGrab,HardRockMine,high,449,238,1517,9102,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,gemGrab,HardRockMine,high,530,268,1517,9102,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,gemGrab,HardRockMine,high,431,227,1517,9102,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,gemGrab,DoubleSwoosh,low,1493,769,4402,26412,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,gemGrab,DoubleSwoosh,low,1130,560,4402,26412,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,gemGrab,DoubleSwoosh,low,1595,810,4402,26412,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,gemGrab,DoubleSwoosh,low,1056,544,4402,26412,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,gemGrab,DoubleSwoosh,mid,3611,1945,9134,54804,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,gemGrab,DoubleSwoosh,mid,2495,1300,9134,54804,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,gemGrab,DoubleSwoosh,mid,2756,1355,9134,54804,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,gemGrab,DoubleSwoosh,mid,2078,1058,9134,54804,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,gemGrab,DoubleSwoosh,high,435,245,1316,7896,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,gemGrab,DoubleSwoosh,high,345,167,1316,7896,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,gemGrab,DoubleSwoosh,high,427,192,1316,7896,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,gemGrab,DoubleSwoosh,high,378,217,1316,7896,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,gemGrab,UndermineGG,low,1894,1030,4732,28392,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,gemGrab,UndermineGG,low,1526,719,4732,28392,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,gemGrab,UndermineGG,low,1661,861,4732,28392,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,gemGrab,UndermineGG,low,1098,565,4732,28392,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,gemGrab,UndermineGG,mid,3016,1645,8927,53562,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,gemGrab,UndermineGG,mid,2639,1342,8927,53562,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,gemGrab,UndermineGG,mid,2894,1383,8927,53562,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,gemGrab,UndermineGG,mid,2124,1113,8927,53562,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,gemGrab,UndermineGG,high,578,324,1612,9672,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,gemGrab,UndermineGG,high,477,264,1612,9672,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,gemGrab,UndermineGG,high,539,259,1612,9672,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,gemGrab,UndermineGG,high,413,241,1612,9672,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,showdown,SkullCreek,low,4042,1664,6043,60430,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,showdown,SkullCreek,low,3018,1388,6043,60430,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,showdown,SkullCreek,low,3469,1410,6043,60430,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,showdown,SkullCreek,low,2855,1130,6043,60430,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,showdown,SkullCreek,mid,5996,2524,9611,96110,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,showdown,SkullCreek,mid,4253,1979,9611,96110,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,showdown,SkullCreek,mid,5758,2302,9611,96110,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,showdown,SkullCreek,mid,4122,1715,9611,96110,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,showdown,SkullCreek,high,799,353,1396,13960,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,showdown,SkullCreek,high,644,320,1396,13960,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,showdown,SkullCreek,high,737,259,1396,13960,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,showdown,SkullCreek,high,542,237,1396,13960,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,showdown,FeastOrFamine,low,3323,1310,5337,53370,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,showdown,FeastOrFamine,low,2802,1234,5337,53370,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,low,2808,1128,5337,53370,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,showdown,FeastOrFamine,low,2321,890,5337,53370,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,showdown,FeastOrFamine,mid,5677,2354,9753,97530,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,showdown,FeastOrFamine,mid,4219,1832,9753,97530,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,mid,5552,2082,9753,97530,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,showdown,FeastOrFamine,mid,3797,1523,9753,97530,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,showdown,FeastOrFamine,high,755,325,1242,12420,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,showdown,FeastOrFamine,high,550,251,1242,12420,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,high,756,298,1242,12420,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,showdown,FeastOrFamine,high,486,197,1242,12420,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,showdown,RockwallBrawl,low,2527,1044,4364,43640,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,showdown,RockwallBrawl,low,2046,896,4364,43640,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,ELPRIMO,showdown,RockwallBrawl,low,2415,968,4364,43640,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,PIPER,showdown,RockwallBrawl,low,1755,724,4364,43640,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,SPIKE,showdown,RockwallBrawl,mid,6667,2839,9918,99180,fixture-synthetic-v1
2026-08-19T00:00:00Z,2026-08-10T00:00:00Z,2026-08-17T00:00:00Z,CROW,showdown,RockwallBrawl,mid,4941,2232,9918,99180,fixture-synthetic-v1
